"GEOID","state","total_population","B27010_001M","uninsured","B27010_002M","privately_insured","B27010_003M","publicly_insured","B27010_004M","year","uninsured_rate","private_insurance_rate","public_insurance_rate"
"22","Louisiana",4558894,964,1161140,1732,1052809,3554,448010,6286,2019,25.4697740285253,23.0935178576207,9.82716422009373
"23","Maine",1319854,321,269087,655,237089,1306,141848,2616,2019,20.3876337837367,17.9632747258409,10.7472493169699
"24","Maryland",5920779,1043,1418318,1555,1285427,3714,762378,6669,2019,23.9549221479133,21.7104370894438,12.8763123906499
"25","Massachusetts",6777468,414,1472007,2247,1347463,3717,850434,7700,2019,21.7191287365724,19.8815103221439,12.5479603887469
"26","Michigan",9855966,458,2313156,1717,2086300,4300,1221745,9135,2019,23.4696020664032,21.1678895807879,12.3959944667017
"27","Minnesota",5505454,319,1370466,1149,1235617,3396,807683,5883,2019,24.8928789523988,22.4435078378641,14.6705975565321
"28","Mississippi",2916886,671,755819,1577,679354,3114,267257,4894,2019,25.9118457149165,23.2903857058521,9.16240812976578
"29","Missouri",5990637,812,1456547,1708,1303310,4107,760697,6574,2019,24.3137249010414,21.7557832330685,12.6980987163802
"30","Montana",1035643,303,240890,842,210839,1533,103270,2156,2019,23.2599457535077,20.3582701761128,9.97158287170386
"31","Nebraska",1884850,502,499315,800,442954,2112,275031,3160,2019,26.4909674509908,23.5007560283312,14.5916651192403
"32","Nevada",2936475,604,713525,967,620881,2672,348928,4423,2019,24.2986914582961,21.1437522880324,11.8825462501809
"33","New Hampshire",1331286,334,279158,807,258719,1289,172615,2755,2019,20.9690479731628,19.4337655469974,12.9660343457379
"34","New Jersey",8773993,705,2068547,1550,1897052,4427,1198757,8286,2019,23.5758907033548,21.621307425251,13.6626163253151
"35","New Mexico",2057086,750,516764,994,454280,2190,166370,3353,2019,25.1211665433531,22.0836659235443,8.0876540893283
"36","New York",19333899,1003,4351187,2437,3922965,6012,2074091,13298,2019,22.5054811758352,20.2906046007585,10.7277430175879
"37","North Carolina",10060249,2163,2439261,2556,2193688,4315,1019448,8329,2019,24.2465270988819,21.8055040188369,10.133427114975
"38","North Dakota",740206,476,185922,700,158861,1670,108637,2264,2019,25.1176023971705,21.4617282216032,14.6765900303429
"39","Ohio",11482519,637,2760801,1918,2469763,5618,1461371,11025,2019,24.0435134485734,21.5088953913336,12.726919938038
"40","Oklahoma",3851223,746,1008672,1127,860961,3094,402017,4074,2019,26.1909528479654,22.3555218692867,10.4386840232311
"41","Oregon",4089521,573,917678,1494,823656,2912,441286,5938,2019,22.4397429429999,20.14064727874,10.7906524994003
"42","Pennsylvania",12587348,540,2834376,2353,2503506,5489,1477734,9298,2019,22.5176582072729,19.8890663863429,11.7398359050691
"44","Rhode Island",1041575,334,223414,771,200317,1774,118354,2384,2019,21.4496315675779,19.2321244269496,11.3629839425869
"45","South Carolina",4923262,1243,1165920,1602,1040546,3698,497906,6466,2019,23.6818597100865,21.1352960699634,10.1133354267963
"46","South Dakota",853256,305,224372,836,195128,1368,108660,2035,2019,26.2959768228996,22.8686349700442,12.7347478365227
"47","Tennessee",6602261,905,1587285,1894,1414653,4404,716954,7981,2019,24.0415366796314,21.4267960627427,10.8592192886649
"48","Texas",27792957,2249,7740330,4244,6584733,11974,3275134,20866,2019,27.8499693285605,23.6920922088283,11.7840429861421
"50","Vermont",618266,141,126326,464,115374,860,58880,1725,2019,20.4323058359994,18.6609000009705,9.52340901812488
"49","Utah",3070877,422,972700,1288,855119,3523,607457,6407,2019,31.6749905645846,27.8460843596145,19.7812221069095
"51","Virginia",8234323,2135,1981506,2328,1755558,4067,1042646,7797,2019,24.0639819448423,21.3200040853389,12.6621945726443
"53","Washington",7293096,1288,1733993,1534,1564676,4100,840469,7308,2019,23.7758148254185,21.4542081990968,11.5241729986826
"54","West Virginia",1788475,257,390930,1129,353596,1832,176249,3186,2019,21.8582870881617,19.7708103272341,9.85470862047275
"55","Wisconsin",5718951,396,1360864,1458,1219125,3168,798652,5977,2019,23.7956926016677,21.3172835367885,13.9650086178392
"56","Wyoming",571021,321,143325,657,122989,1480,81005,2116,2019,25.0997774162421,21.5384372903974,14.1859931596211
"72","Puerto Rico",3293526,365,695324,1121,647127,2401,173286,3659,2019,21.1118418375929,19.6484557887201,5.26141284447124
